id,general_team,general_city,general_team_name,general_team_abbv,full_name,is_active,draft_team,draft_city,draft_team_name,draft_team_abbrv,organization_type,birthdate,country,weight,seniority,position,from_year,to_year,g-league,nba,draft_year,draft_round,draft_number,greatest_75_flag,jersey_def,organization_def,height_definitivo
201153,1610612761,Toronto,Raptors,TOR,Julian Wright,0.0,1610612740.0,New Orleans,Hornets,NOH,College/University,20/05/1987 00:00,USA,225.0,5.0,Forward,2007.0,2010.0,Y,Y,2007,1,13,N,14.0,Kansas,203.2
101109,1610612743,Denver,Nuggets,DEN,Raymond Felton,0.0,1610612766.0,Charlotte,Bobcats,CHA,College/University,26/06/1984 00:00,USA,205.0,15.0,Guard,2005.0,2018.0,N,Y,2005,1,5,N,20.0,North Carolina,185.42
201934,1610612745,Houston,Rockets,HOU,Hasheem Thabeet,0.0,1610612763.0,Memphis,Grizzlies,MEM,College/University,16/02/1987 00:00,Tanzania,263.0,5.0,Center,2009.0,2013.0,Y,Y,2009,1,2,N,32.0,Connecticut,220.98
1890,1610612742,Dallas,Mavericks,DAL,Shawn Marion,0.0,1610612756.0,Phoenix,Suns,PHX,College/University,07/05/1978 00:00,USA,228.0,16.0,Guard-Forward,1999.0,2014.0,N,Y,1999,1,9,N,0.0,UNLV,200.66
201971,1610612759,San Antonio,Spurs,SAS,DeJuan Blair,0.0,1610612759.0,San Antonio,Spurs,SAS,College/University,22/04/1989 00:00,USA,270.0,7.0,Center-Forward,2009.0,2015.0,Y,Y,2009,2,37,N,45.0,Pittsburgh,200.66
201163,1610612743,Denver,Nuggets,DEN,Wilson Chandler,0.0,1610612752.0,New York,Knicks,NYK,College/University,10/05/1987 00:00,USA,235.0,13.0,Forward,2007.0,2019.0,N,Y,2007,1,23,N,21.0,DePaul,203.2
202178,1610612751,New Jersey,Nets,NJN,Sundiata Gaines,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,18/04/1986 00:00,USA,200.0,4.0,Guard,2009.0,2011.0,Y,Y,Undrafted,Undrafted,Undrafted,N,0.0,Georgia,185.42
201147,1610612742,Dallas,Mavericks,DAL,Corey Brewer,0.0,1610612750.0,Minnesota,Timberwolves,MIN,College/University,05/03/1986 00:00,USA,188.0,14.0,Guard-Forward,2007.0,2019.0,N,Y,2007,1,7,N,13.0,Florida,205.74
2733,1610612766,Charlotte,Bobcats,CHA,Shaun Livingston,0.0,1610612746.0,Los Angeles,Clippers,LAC,High School,11/09/1985 00:00,USA,192.0,16.0,Guard,2004.0,2018.0,Y,Y,2004,1,4,N,2.0,No College,200.66
202344,1610612764,Washington,Wizards,WAS,Trevor Booker,0.0,1610612750.0,Minnesota,Timberwolves,MIN,College/University,25/11/1987 00:00,USA,228.0,8.0,Forward,2010.0,2017.0,N,Y,2010,1,23,N,35.0,Clemson,203.2
1899,1610612754,Indiana,Pacers,IND,James Posey,0.0,1610612743.0,Denver,Nuggets,DEN,College/University,13/01/1977 00:00,USA,217.0,13.0,Forward,1999.0,2010.0,N,Y,1999,1,18,N,41.0,Xavier,203.2
2211,1610612738,Boston,Celtics,BOS,Troy Murphy,0.0,1610612744.0,Golden State,Warriors,GSW,College/University,02/05/1980 00:00,USA,245.0,12.0,Forward-Center,2001.0,2012.0,N,Y,2001,1,14,N,30.0,Notre Dame,210.82
2420,1610612738,Boston,Celtics,BOS,Nenad Krstic,0.0,1610612751.0,New Jersey,Nets,NJN,Other Team/Club,25/07/1983 00:00,Serbia,240.0,8.0,Center,2004.0,2010.0,N,Y,2002,1,24,N,4.0,Partizan,213.36
101155,1610612746,Los Angeles,Clippers,LAC,Ryan Gomes,0.0,1610612738.0,Boston,Celtics,BOS,College/University,01/09/1982 00:00,USA,245.0,8.0,Forward,2005.0,2013.0,Y,Y,2005,2,50,N,15.0,Providence,200.66
2743,1610612751,New Jersey,Nets,NJN,Kris Humphries,0.0,1610612762.0,Utah,Jazz,UTA,College/University,06/02/1985 00:00,USA,235.0,14.0,Forward,2004.0,2016.0,N,Y,2004,1,14,N,43.0,Minnesota,205.74
1952,1610612762,Utah,Jazz,UTA,Raja Bell,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,19/09/1976 00:00,US Virgin Islands,210.0,13.0,Guard,2000.0,2011.0,N,Y,Undrafted,Undrafted,Undrafted,N,19.0,Florida International,195.58
202389,1610612743,Denver,Nuggets,DEN,Timofey Mozgov,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,16/07/1986 00:00,Russia,275.0,10.0,Center,2010.0,2018.0,N,Y,Undrafted,Undrafted,Undrafted,N,25.0,Khimki,215.9
956,1610612748,Miami,Heat,MIA,Erick Dampier,0.0,1610612754.0,Indiana,Pacers,IND,College/University,14/07/1975 00:00,USA,265.0,17.0,Center,1996.0,2011.0,N,Y,1996,1,10,N,25.0,Mississippi State,210.82
201987,1610612760,Oklahoma City,Thunder,OKC,Robert Vaden,0.0,1610612766.0,Charlotte,Bobcats,CHA,College/University,03/03/1985 00:00,USA,205.0,1.0,Guard-Forward,2010.0,2010.0,Y,N,2009,2,54,N,30.0,Alabama-Birmingham,195.58
101133,1610612742,Dallas,Mavericks,DAL,Ian Mahinmi,0.0,1610612759.0,San Antonio,Spurs,SAS,Other Team/Club,05/11/1986 00:00,France,262.0,13.0,Center,2007.0,2019.0,Y,Y,2005,1,28,N,28.0,                                   ,210.82
202408,1610612745,Houston,Rockets,HOU,Marcus Cousin,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,18/12/1986 00:00,USA,255.0,2.0,Forward,2010.0,2010.0,Y,Y,Undrafted,Undrafted,Undrafted,N,50.0,Houston,210.82
202375,1610612737,Atlanta,Hawks,ATL,Magnum Rolle,0.0,1610612760.0,Oklahoma City,Thunder,OKC,College/University,23/02/1986 00:00,Bahamas,235.0,1.0,Forward,2010.0,2010.0,Y,N,2010,2,51,N,99.0,Louisiana Tech,210.82
200756,1610612737,Atlanta,Hawks,ATL,Hilton Armstrong,0.0,1610612740.0,New Orleans/Oklahoma City,Hornets,NOK,College/University,23/11/1984 00:00,USA,235.0,6.0,Forward-Center,2006.0,2013.0,Y,Y,2006,1,12,N,31.0,Connecticut,210.82
200758,1610612741,Chicago,Bulls,CHI,Ronnie Brewer,0.0,1610612762.0,Utah,Jazz,UTA,College/University,20/03/1985 00:00,USA,235.0,8.0,Forward,2006.0,2013.0,Y,Y,2006,1,14,N,11.0,Arkansas,200.66
201616,1610612758,Sacramento,Kings,SAC,Darnell Jackson,0.0,1610612748.0,Miami,Heat,MIA,College/University,07/11/1985 00:00,USA,253.0,4.0,Forward,2008.0,2010.0,Y,Y,2008,2,52,N,41.0,Kansas,205.74
1519,1610612750,Minnesota,Timberwolves,MIN,John Thomas,0.0,1610612752.0,New York,Knicks,NYK,College/University,08/09/1975 00:00,USA,265.0,6.0,Center,1997.0,2005.0,Y,Y,1997,1,25,N,12.0,Minnesota,205.74
1752,1610612764,Washington,Wizards,WAS,Sean Marks,0.0,1610612752.0,New York,Knicks,NYK,College/University,23/08/1975 00:00,New Zealand,250.0,11.0,Forward-Center,1998.0,2010.0,N,Y,1998,2,44,N,4.0,California,208.28
201186,1610612738,Boston,Celtics,BOS,Stephane Lasme,0.0,1610612744.0,Golden State,Warriors,GSW,College/University,17/12/1982 00:00,Gabon,215.0,2.0,Forward,2007.0,2007.0,Y,Y,2007,2,46,N,48.0,Massachusetts,203.2
202130,1610612744,Golden State,Warriors,GSW,Reggie Williams,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,14/09/1986 00:00,USA,205.0,7.0,Forward,2009.0,2016.0,Y,Y,Undrafted,Undrafted,Undrafted,N,55.0,Virginia Military Institute,198.12
202083,1610612757,Portland,Trail Blazers,POR,Wesley Matthews,1.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,14/10/1986 00:00,USA,220.0,14.0,Guard,2009.0,2023.0,N,Y,Undrafted,Undrafted,Undrafted,N,2.0,Marquette,195.58
2306,1610612738,Boston,Celtics,BOS,Carlos Arroyo,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,30/07/1979 00:00,Puerto Rico,200.0,10.0,Guard,2001.0,2010.0,N,Y,Undrafted,Undrafted,Undrafted,N,45.0,Florida International,187.96
201234,1610612747,Los Angeles,Lakers,LAL,Trey Johnson,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,30/08/1984 00:00,USA,215.0,3.0,Guard,2008.0,2011.0,Y,Y,Undrafted,Undrafted,Undrafted,N,10.0,Jackson State,195.58
2550,1610612737,Atlanta,Hawks,ATL,Kirk Hinrich,0.0,1610612741.0,Chicago,Bulls,CHI,College/University,02/01/1981 00:00,USA,190.0,14.0,Guard,2003.0,2015.0,N,Y,2003,1,7,N,6.0,Kansas,193.04
201600,1610612741,Chicago,Bulls,CHI,Omer Asik,0.0,1610612757.0,Portland,Trail Blazers,POR,Other Team/Club,04/07/1986 00:00,Turkey,255.0,9.0,Center,2010.0,2017.0,N,Y,2008,2,36,N,3.0,Fenerbahce,213.36
2554,1610612738,Boston,Celtics,BOS,Mickael Pietrus,0.0,1610612744.0,Golden State,Warriors,GSW,Other Team/Club,07/02/1982 00:00,France,215.0,11.0,Forward,2003.0,2012.0,N,Y,2003,1,11,N,22.0,Pau Orthez,198.12
1884,1610612752,New York,Knicks,NYK,Baron Davis,0.0,1610612766.0,Charlotte,Hornets,CHH,College/University,13/04/1979 00:00,USA,212.0,14.0,Guard,1999.0,2011.0,Y,Y,1999,1,3,N,85.0,UCLA,190.5
202732,1610612753,Orlando,Magic,ORL,DeAndre Liggins,0.0,1610612753.0,Orlando,Magic,ORL,College/University,31/03/1988 00:00,USA,209.0,6.0,Guard,2011.0,2017.0,Y,Y,2011,2,53,N,34.0,Kentucky,198.12
202351,1610612760,Oklahoma City,Thunder,OKC,Lazar Hayward,0.0,1610612764.0,Washington,Wizards,WAS,College/University,26/11/1986 00:00,USA,225.0,4.0,Forward,2010.0,2012.0,Y,Y,2010,1,30,N,11.0,Marquette,198.12
202385,1610612760,Oklahoma City,Thunder,OKC,Ryan Reid,0.0,1610612754.0,Indiana,Pacers,IND,College/University,30/10/1986 00:00,USA,235.0,1.0,Forward,2011.0,2011.0,Y,Y,2010,2,57,N,33.0,Florida State,203.2
2201,1610612748,Miami,Heat,MIA,Eddy Curry,0.0,1610612741.0,Chicago,Bulls,CHI,High School,05/12/1982 00:00,USA,295.0,11.0,Center,2001.0,2012.0,N,Y,2001,1,4,N,34.0,Thornwood HS (IL),213.36
201157,1610612742,Dallas,Mavericks,DAL,Sean Williams,0.0,1610612751.0,New Jersey,Nets,NJN,College/University,13/09/1986 00:00,USA,235.0,5.0,Forward-Center,2007.0,2011.0,Y,Y,2007,1,17,N,32.0,Boston College,208.28
202874,1610612744,Golden State,Warriors,GSW,Chris Wright,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,30/09/1988 00:00,USA,226.0,3.0,Forward,2011.0,2013.0,Y,Y,Undrafted,Undrafted,Undrafted,N,33.0,Dayton,205.74
201965,1610612754,Indiana,Pacers,IND,Jeff Ayres,0.0,1610612758.0,Sacramento,Kings,SAC,College/University,29/04/1987 00:00,USA,250.0,7.0,Forward-Center,2009.0,2015.0,Y,Y,2009,2,31,N,29.0,Arizona State,205.74
202721,1610612747,Los Angeles,Lakers,LAL,Darius Morris,0.0,1610612747.0,Los Angeles,Lakers,LAL,College/University,03/01/1991 00:00,USA,195.0,5.0,Guard,2011.0,2014.0,Y,Y,2011,2,41,N,1.0,Michigan,193.04
202390,1610612759,San Antonio,Spurs,SAS,Gary Neal,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,03/10/1984 00:00,USA,210.0,7.0,Guard,2010.0,2016.0,Y,Y,Undrafted,Undrafted,Undrafted,N,14.0,Towson,193.04
202686,1610612764,Washington,Wizards,WAS,Jan Vesely,0.0,1610612764.0,Washington,Wizards,WAS,Other Team/Club,24/04/1990 00:00,Czech Republic,242.0,3.0,Forward,2011.0,2013.0,N,Y,2011,1,6,N,24.0,Partizan,213.36
1802,1610612750,Minnesota,Timberwolves,MIN,Brad Miller,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,12/04/1976 00:00,USA,261.0,15.0,Center-Forward,1998.0,2011.0,N,Y,Undrafted,Undrafted,Undrafted,N,52.0,Purdue,213.36
202730,1610612755,Philadelphia,76ers,PHI,Lavoy Allen,0.0,1610612755.0,Philadelphia,76ers,PHI,College/University,04/02/1989 00:00,USA,260.0,7.0,Forward-Center,2011.0,2016.0,Y,Y,2011,2,50,N,50.0,Temple,205.74
202814,1610612739,Cleveland,Cavaliers,CLE,Mychel Thompson,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,01/06/1988 00:00,USA,211.0,2.0,Forward,2011.0,2011.0,Y,Y,Undrafted,Undrafted,Undrafted,N,21.0,Pepperdine,198.12
201189,1610612761,Toronto,Raptors,TOR,Aaron Gray,0.0,1610612741.0,Chicago,Bulls,CHI,College/University,07/12/1984 00:00,USA,270.0,7.0,Center,2007.0,2013.0,N,Y,2007,2,49,N,34.0,Pittsburgh,213.36
202706,1610612743,Denver,Nuggets,DEN,Jordan Hamilton,0.0,1610612742.0,Dallas,Mavericks,DAL,College/University,06/10/1990 00:00,USA,220.0,6.0,Guard-Forward,2011.0,2015.0,Y,Y,2011,1,26,N,1.0,Texas-Austin,200.66
202388,1610612737,Atlanta,Hawks,ATL,Donald Sloan,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,15/01/1988 00:00,USA,205.0,6.0,Guard,2011.0,2015.0,Y,Y,Undrafted,Undrafted,Undrafted,N,12.0,Texas A&M,190.5
202699,1610612749,Milwaukee,Bucks,MIL,Tobias Harris,1.0,1610612766.0,Charlotte,Bobcats,CHA,College/University,15/07/1992 00:00,USA,226.0,12.0,Forward,2011.0,2023.0,N,Y,2011,1,19,N,15.0,Tennessee,200.66
2230,1610612764,Washington,Wizards,WAS,Maurice Evans,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,08/11/1978 00:00,USA,220.0,10.0,Guard-Forward,2001.0,2011.0,N,Y,Undrafted,Undrafted,Undrafted,N,6.0,Texas,195.58
201969,1610612740,New Orleans,Hornets,NOH,DaJuan Summers,0.0,1610612765.0,Detroit,Pistons,DET,College/University,24/01/1988 00:00,USA,240.0,5.0,Forward,2009.0,2012.0,Y,Y,2009,2,35,N,22.0,Georgetown,203.2
202697,1610612752,New York,Knicks,NYK,Iman Shumpert,0.0,1610612752.0,New York,Knicks,NYK,College/University,26/06/1990 00:00,USA,212.0,10.0,Guard,2011.0,2020.0,N,Y,2011,1,17,N,21.0,Georgia Tech,195.58
202130,1610612766,Charlotte,Bobcats,CHA,Reggie Williams,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,14/09/1986 00:00,USA,205.0,7.0,Forward,2009.0,2016.0,Y,Y,Undrafted,Undrafted,Undrafted,N,55.0,Virginia Military Institute,198.12
2072,1610612756,Phoenix,Suns,PHX,Michael Redd,0.0,1610612749.0,Milwaukee,Bucks,MIL,College/University,24/08/1979 00:00,USA,215.0,13.0,Guard,2000.0,2011.0,N,Y,2000,2,43,N,0.0,Ohio State,198.12
2404,1610612738,Boston,Celtics,BOS,Chris Wilcox,0.0,1610612746.0,Los Angeles,Clippers,LAC,College/University,03/09/1982 00:00,USA,235.0,12.0,Forward-Center,2002.0,2012.0,N,Y,2002,1,8,N,9.0,Maryland,208.28
201960,1610612743,Denver,Nuggets,DEN,DeMarre Carroll,0.0,1610612763.0,Memphis,Grizzlies,MEM,College/University,27/07/1986 00:00,USA,215.0,12.0,Forward,2009.0,2019.0,Y,Y,2009,1,27,N,0.0,Missouri,198.12
202715,1610612758,Sacramento,Kings,SAC,Tyler Honeycutt,0.0,1610612758.0,Sacramento,Kings,SAC,College/University,15/07/1990 00:00,USA,188.0,2.0,Forward,2011.0,2012.0,Y,Y,2011,2,35,N,3.0,UCLA,203.2
202339,1610612746,Los Angeles,Clippers,LAC,Eric Bledsoe,0.0,1610612760.0,Oklahoma City,Thunder,OKC,College/University,09/12/1989 00:00,USA,214.0,13.0,Guard,2010.0,2021.0,Y,Y,2010,1,18,N,12.0,Kentucky,185.42
202333,1610612740,New Orleans,Hornets,NOH,Xavier Henry,0.0,1610612763.0,Memphis,Grizzlies,MEM,College/University,15/03/1991 00:00,USA,220.0,6.0,Forward-Guard,2010.0,2014.0,Y,Y,2010,1,12,N,4.0,Kansas,198.12
202709,1610612759,San Antonio,Spurs,SAS,Cory Joseph,1.0,1610612759.0,San Antonio,Spurs,SAS,College/University,20/08/1991 00:00,Canada,200.0,12.0,Guard,2011.0,2023.0,Y,Y,2011,1,29,N,5.0,Texas,190.5
2047,1610612753,Orlando,Magic,ORL,Quentin Richardson,0.0,1610612746.0,Los Angeles,Clippers,LAC,College/University,13/04/1980 00:00,USA,228.0,14.0,Forward,2000.0,2012.0,N,Y,2000,1,18,N,5.0,DePaul,198.12
202734,1610612738,Boston,Celtics,BOS,E'Twaun Moore,0.0,1610612738.0,Boston,Celtics,BOS,College/University,25/02/1989 00:00,USA,191.0,11.0,Guard,2011.0,2020.0,N,Y,2011,2,55,N,55.0,Purdue,190.5
2399,1610612749,Milwaukee,Bucks,MIL,Mike Dunleavy,0.0,1610612744.0,Golden State,Warriors,GSW,College/University,15/09/1980 00:00,USA,230.0,16.0,Guard-Forward,2002.0,2016.0,N,Y,2002,1,3,N,17.0,Duke,205.74
2246,1610612751,New Jersey,Nets,NJN,Mehmet Okur,0.0,1610612765.0,Detroit,Pistons,DET,Other Team/Club,26/05/1979 00:00,Turkey,260.0,10.0,Center,2002.0,2011.0,N,Y,2001,2,37,N,13.0,Efes Pilsen,210.82
201953,1610612760,Oklahoma City,Thunder,OKC,Eric Maynor,0.0,1610612762.0,Utah,Jazz,UTA,College/University,11/06/1987 00:00,USA,175.0,5.0,Guard,2009.0,2013.0,N,Y,2009,1,20,N,6.0,Virginia Commonwealth,190.5
201228,1610612741,Chicago,Bulls,CHI,C.J. Watson,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,17/04/1984 00:00,USA,175.0,11.0,Guard,2007.0,2016.0,Y,Y,Undrafted,Undrafted,Undrafted,N,7.0,Tennessee,187.96
2551,1610612759,San Antonio,Spurs,SAS,T.J. Ford,0.0,1610612749.0,Milwaukee,Bucks,MIL,College/University,24/03/1983 00:00,USA,165.0,8.0,Guard,2003.0,2011.0,N,Y,2003,1,8,N,11.0,Texas-Austin,182.88
202707,1610612738,Boston,Celtics,BOS,JaJuan Johnson,0.0,1610612751.0,New Jersey,Nets,NJN,College/University,08/02/1989 00:00,USA,221.0,2.0,Forward,2011.0,2011.0,Y,Y,2011,1,27,N,12.0,Purdue,208.28
2198,1610612744,Golden State,Warriors,GSW,Kwame Brown,0.0,1610612764.0,Washington,Wizards,WAS,High School,10/03/1982 00:00,USA,290.0,13.0,Center,2001.0,2012.0,N,Y,2001,1,1,N,54.0,Glynn Academy HS (GA),210.82
2757,1610612749,Milwaukee,Bucks,MIL,Beno Udrih,0.0,1610612759.0,San Antonio,Spurs,SAS,Other Team/Club,05/07/1982 00:00,Slovenia,205.0,14.0,Guard,2004.0,2016.0,N,Y,2004,1,28,N,19.0,Olimpia Milano,190.5
2039,1610612738,Boston,Celtics,BOS,Keyon Dooling,0.0,1610612753.0,Orlando,Magic,ORL,College/University,08/05/1980 00:00,USA,195.0,14.0,Guard,2000.0,2012.0,Y,Y,2000,1,10,N,51.0,Missouri,190.5
2546,1610612752,New York,Knicks,NYK,Carmelo Anthony,0.0,1610612743.0,Denver,Nuggets,DEN,College/University,29/05/1984 00:00,USA,238.0,20.0,Forward,2003.0,2021.0,N,Y,2003,1,3,Y,7.0,Syracuse,200.66
202391,1610612752,New York,Knicks,NYK,Jeremy Lin,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,23/08/1988 00:00,USA,200.0,10.0,Guard,2010.0,2018.0,Y,Y,Undrafted,Undrafted,Undrafted,N,17.0,Harvard,190.5
2202,1610612753,Orlando,Magic,ORL,Jason Richardson,0.0,1610612744.0,Golden State,Warriors,GSW,College/University,20/01/1981 00:00,USA,225.0,14.0,Guard,2001.0,2014.0,N,Y,2001,1,5,N,23.0,Michigan State,198.12
202366,1610612752,New York,Knicks,NYK,Jerome Jordan,0.0,1610612749.0,Milwaukee,Bucks,MIL,College/University,29/09/1986 00:00,Jamaica,253.0,3.0,Center,2011.0,2014.0,Y,Y,2010,2,44,N,44.0,Tulsa,213.36
201569,1610612740,New Orleans,Hornets,NOH,Eric Gordon,1.0,1610612746.0,Los Angeles,Clippers,LAC,College/University,25/12/1988 00:00,USA,215.0,16.0,Guard,2008.0,2022.0,N,Y,2008,1,7,N,10.0,Indiana,190.5
202148,1610612748,Miami,Heat,MIA,Mickell Gladness,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,26/07/1986 00:00,USA,220.0,2.0,Center,2011.0,2011.0,Y,Y,Undrafted,Undrafted,Undrafted,N,32.0,Alabama A&M,210.82
1536,1610612749,Milwaukee,Bucks,MIL,Stephen Jackson,0.0,1610612756.0,Phoenix,Suns,PHX,College/University,05/04/1978 00:00,USA,220.0,14.0,Guard-Forward,2000.0,2013.0,N,Y,1997,2,42,N,5.0,Butler C.C. (KS),203.2
2406,1610612746,Los Angeles,Clippers,LAC,Caron Butler,0.0,1610612748.0,Miami,Heat,MIA,College/University,13/03/1980 00:00,USA,228.0,15.0,Forward,2002.0,2015.0,N,Y,2002,1,10,N,5.0,Connecticut,200.66
1894,1610612766,Charlotte,Bobcats,CHA,Corey Maggette,0.0,1610612760.0,Seattle,SuperSonics,SEA,College/University,12/11/1979 00:00,USA,225.0,15.0,Forward,1999.0,2012.0,N,Y,1999,1,13,N,50.0,Duke,198.12
101108,1610612746,Los Angeles,Clippers,LAC,Chris Paul,1.0,1610612740.0,New Orleans/Oklahoma City,Hornets,NOK,College/University,06/05/1985 00:00,USA,175.0,18.0,Guard,2005.0,2023.0,N,Y,2005,1,4,Y,3.0,Wake Forest,182.88
202684,1610612739,Cleveland,Cavaliers,CLE,Tristan Thompson,0.0,1610612739.0,Cleveland,Cavaliers,CLE,College/University,13/03/1991 00:00,Canada,254.0,12.0,Center-Forward,2011.0,2023.0,N,Y,2011,1,4,N,13.0,Texas-Austin,205.74
202725,1610612752,New York,Knicks,NYK,Josh Harrellson,0.0,1610612740.0,New Orleans,Hornets,NOH,College/University,12/02/1989 00:00,USA,275.0,4.0,Forward-Center,2011.0,2013.0,N,Y,2011,2,45,N,55.0,Kentucky,208.28
2549,1610612740,New Orleans,Hornets,NOH,Chris Kaman,0.0,1610612746.0,Los Angeles,Clippers,LAC,College/University,28/04/1982 00:00,USA,265.0,14.0,Center,2003.0,2015.0,N,Y,2003,1,6,N,35.0,Central Michigan,213.36
202712,1610612753,Orlando,Magic,ORL,Justin Harper,0.0,1610612739.0,Cleveland,Cavaliers,CLE,College/University,30/08/1989 00:00,USA,225.0,3.0,Forward,2011.0,2016.0,Y,Y,2011,2,32,N,32.0,Richmond,208.28
200826,1610612750,Minnesota,Timberwolves,MIN,J.J. Barea,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,26/06/1984 00:00,Puerto Rico,180.0,15.0,Guard,2006.0,2019.0,Y,Y,Undrafted,Undrafted,Undrafted,N,11.0,Northeastern,177.8
202696,1610612755,Philadelphia,76ers,PHI,Nikola Vucevic,1.0,1610612755.0,Philadelphia,76ers,PHI,College/University,24/10/1990 00:00,Montenegro,260.0,12.0,Center,2011.0,2023.0,N,Y,2011,1,16,N,8.0,Southern California,208.28
202227,1610612748,Miami,Heat,MIA,Terrel Harris,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,10/08/1987 00:00,USA,190.0,3.0,Guard,2011.0,2012.0,Y,Y,Undrafted,Undrafted,Undrafted,N,14.0,Oklahoma State,193.04
202952,1610612759,San Antonio,Spurs,SAS,Malcolm Thomas,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,08/11/1988 00:00,USA,225.0,4.0,Forward,2011.0,2014.0,Y,Y,Undrafted,Undrafted,Undrafted,N,23.0,San Diego State,205.74
201150,1610612755,Philadelphia,76ers,PHI,Spencer Hawes,0.0,1610612758.0,Sacramento,Kings,SAC,College/University,28/04/1988 00:00,USA,245.0,11.0,Forward-Center,2007.0,2016.0,Y,Y,2007,1,10,N,0.0,Washington,215.9
2052,1610612751,New Jersey,Nets,NJN,DeShawn Stevenson,0.0,1610612762.0,Utah,Jazz,UTA,High School,03/04/1981 00:00,USA,218.0,14.0,Forward-Guard,2000.0,2012.0,N,Y,2000,1,23,N,92.0,Washington Union HS (CA),195.58
201147,1610612743,Denver,Nuggets,DEN,Corey Brewer,0.0,1610612750.0,Minnesota,Timberwolves,MIN,College/University,05/03/1986 00:00,USA,188.0,14.0,Guard-Forward,2007.0,2019.0,N,Y,2007,1,7,N,13.0,Florida,205.74
201175,1610612753,Orlando,Magic,ORL,Glen Davis,0.0,1610612760.0,Seattle,SuperSonics,SEA,College/University,01/01/1986 00:00,USA,289.0,8.0,Forward-Center,2007.0,2014.0,N,Y,2007,2,35,N,11.0,Louisiana State,205.74
2030,1610612746,Los Angeles,Clippers,LAC,Kenyon Martin,0.0,1610612751.0,New Jersey,Nets,NJN,College/University,30/12/1977 00:00,USA,225.0,15.0,Forward,2000.0,2014.0,N,Y,2000,1,1,N,2.0,Cincinnati,205.74
101109,1610612757,Portland,Trail Blazers,POR,Raymond Felton,0.0,1610612766.0,Charlotte,Bobcats,CHA,College/University,26/06/1984 00:00,USA,205.0,15.0,Guard,2005.0,2018.0,N,Y,2005,1,5,N,5.0,North Carolina,185.42
1497,1610612746,Los Angeles,Clippers,LAC,Chauncey Billups,0.0,1610612738.0,Boston,Celtics,BOS,College/University,25/09/1976 00:00,USA,210.0,17.0,Guard,1997.0,2013.0,N,Y,1997,1,3,N,1.0,Colorado,190.5
202962,1610612745,Houston,Rockets,HOU,Greg Smith,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,08/01/1991 00:00,USA,250.0,6.0,Center,2011.0,2015.0,Y,Y,Undrafted,Undrafted,Undrafted,N,50.0,Fresno State,208.28
202681,1610612739,Cleveland,Cavaliers,CLE,Kyrie Irving,1.0,1610612739.0,Cleveland,Cavaliers,CLE,College/University,23/03/1992 00:00,Australia,195.0,12.0,Guard,2011.0,2023.0,N,Y,2011,1,1,N,2.0,Duke,187.96
201960,1610612762,Utah,Jazz,UTA,DeMarre Carroll,0.0,1610612763.0,Memphis,Grizzlies,MEM,College/University,27/07/1986 00:00,USA,215.0,12.0,Forward,2009.0,2019.0,Y,Y,2009,1,27,N,3.0,Missouri,198.12
2586,1610612751,New Jersey,Nets,NJN,Keith Bogans,0.0,1610612749.0,Milwaukee,Bucks,MIL,College/University,12/05/1980 00:00,USA,215.0,11.0,Guard-Forward,2003.0,2013.0,Y,Y,2003,2,43,N,6.0,Kentucky,195.58
101138,1610612738,Boston,Celtics,BOS,Brandon Bass,0.0,1610612740.0,New Orleans/Oklahoma City,Hornets,NOK,College/University,30/04/1985 00:00,USA,250.0,13.0,Forward,2005.0,2016.0,Y,Y,2005,2,33,N,30.0,Louisiana State,203.2
202729,1610612763,Memphis,Grizzlies,MEM,Josh Selby,0.0,1610612763.0,Memphis,Grizzlies,MEM,College/University,27/03/1991 00:00,USA,183.0,2.0,Guard,2011.0,2012.0,Y,Y,2011,2,49,N,2.0,Kansas,187.96
2747,1610612752,New York,Knicks,NYK,JR Smith,0.0,1610612740.0,New Orleans,Hornets,NOH,High School,09/09/1985 00:00,USA,220.0,17.0,Guard,2004.0,2019.0,N,Y,2004,1,18,N,8.0,No College,198.12
